id_empleado,periodo,horas_trabajadas,horas_facturables,horas_no_facturables,horas_extra,region,costo_hora,costo_laboral,tipo_costo,moneda
E040,2025-01,95,83,12,0,Europe,43.99,4179.05,Salario,USD
E040,2025-02,91,76,15,0,Europe,43.99,4003.09,Salario,USD
E040,2025-03,124,110,14,0,Europe,43.99,5454.76,Salario,USD
E040,2025-04,122,99,23,0,Europe,43.99,5366.78,Salario,USD
E040,2025-05,96,70,26,0,Europe,43.99,4223.04,Salario,USD
E040,2025-06,156,109,47,0,Europe,43.99,6862.44,Salario,USD
E040,2025-07,97,79,18,0,Europe,43.99,4267.03,Salario,USD
E040,2025-08,126,101,25,0,Europe,43.99,5542.74,Salario,USD
E040,2025-09,121,87,34,0,Europe,43.99,5322.79,Salario,USD
E040,2025-10,126,102,24,0,Europe,43.99,5542.74,Salario,USD
E040,2025-11,125,83,42,0,Europe,43.99,5498.75,Salario,USD
E040,2025-12,154,100,54,0,Europe,43.99,6774.46,Salario,USD
E041,2025-01,160,106,54,0,Europe,40.56,6489.6,Salario,USD
E041,2025-02,95,68,27,0,Europe,40.56,3853.2,Salario,USD
E041,2025-03,131,81,50,0,Europe,40.56,5313.36,Salario,USD
E041,2025-04,129,115,14,0,Europe,40.56,5232.24,Salario,USD
E041,2025-05,136,89,47,0,Europe,40.56,5516.16,Salario,USD
E041,2025-06,139,106,33,0,Europe,40.56,5637.84,Salario,USD
E041,2025-07,139,105,34,0,Europe,40.56,5637.84,Salario,USD
E041,2025-08,134,115,19,0,Europe,40.56,5435.04,Salario,USD
E041,2025-09,153,117,36,0,Europe,40.56,6205.68,Salario,USD
E041,2025-10,136,82,54,0,Europe,40.56,5516.16,Salario,USD
E041,2025-11,109,76,33,0,Europe,40.56,4421.04,Salario,USD
E041,2025-12,129,96,33,0,Europe,40.56,5232.24,Salario,USD
E042,2025-01,99,72,27,0,Europe,38.96,3857.04,Salario,USD
E042,2025-02,130,108,22,0,Europe,38.96,5064.8,Salario,USD
E042,2025-03,156,118,38,0,Europe,38.96,6077.76,Salario,USD
E042,2025-04,128,98,30,0,Europe,38.96,4986.88,Salario,USD
E042,2025-05,128,92,36,0,Europe,38.96,4986.88,Salario,USD
E042,2025-06,152,114,38,0,Europe,38.96,5921.92,Salario,USD
E042,2025-07,125,104,21,0,Europe,38.96,4870.0,Salario,USD
E042,2025-08,122,86,36,0,Europe,38.96,4753.12,Salario,USD
E042,2025-09,155,138,17,0,Europe,38.96,6038.8,Salario,USD
E042,2025-10,80,48,32,0,Europe,38.96,3116.8,Salario,USD
E042,2025-11,135,87,48,0,Europe,38.96,5259.6,Salario,USD
E042,2025-12,125,111,14,0,Europe,38.96,4870.0,Salario,USD
E043,2025-01,153,128,25,0,North America,20.51,3138.03,Salario,USD
E045,2025-06,135,121,14,0,APAC,34.07,4599.45,Salario,USD
E045,2025-07,132,91,41,0,APAC,34.07,4497.24,Salario,USD
E045,2025-08,149,114,35,0,APAC,34.07,5076.43,Salario,USD
E045,2025-09,139,120,19,0,APAC,34.07,4735.73,Salario,USD
E045,2025-10,84,74,10,0,APAC,34.07,2861.88,Salario,USD
E045,2025-11,128,108,20,0,APAC,34.07,4360.96,Salario,USD
E045,2025-12,138,114,24,0,APAC,34.07,4701.66,Salario,USD
E046,2025-06,146,123,23,0,APAC,42.67,6229.82,Salario,USD
E046,2025-07,121,102,19,0,APAC,42.67,5163.07,Salario,USD
E046,2025-08,160,130,30,0,APAC,42.67,6827.2,Salario,USD
E046,2025-09,145,97,48,0,APAC,42.67,6187.15,Salario,USD
E046,2025-10,88,72,16,0,APAC,42.67,3754.96,Salario,USD
E046,2025-11,90,71,19,0,APAC,42.67,3840.3,Salario,USD
E046,2025-12,136,115,21,0,APAC,42.67,5803.12,Salario,USD
E047,2025-01,134,90,44,0,APAC,30.37,4069.58,Salario,USD
E047,2025-02,108,86,22,0,APAC,30.37,3279.96,Salario,USD
E047,2025-03,127,76,51,0,APAC,30.37,3856.99,Salario,USD
E047,2025-04,125,107,18,0,APAC,30.37,3796.25,Salario,USD
E047,2025-05,127,78,49,0,APAC,30.37,3856.99,Salario,USD
E047,2025-06,82,66,16,0,APAC,30.37,2490.34,Salario,USD
E047,2025-07,125,88,37,0,APAC,30.37,3796.25,Salario,USD
E047,2025-08,104,71,33,0,APAC,30.37,3158.48,Salario,USD
E047,2025-09,133,115,18,0,APAC,30.37,4039.21,Salario,USD
E047,2025-10,128,107,21,0,APAC,30.37,3887.36,Salario,USD
E047,2025-11,137,108,29,0,APAC,30.37,4160.69,Salario,USD
E047,2025-12,146,107,39,0,APAC,30.37,4434.02,Salario,USD
E048,2025-01,123,87,36,0,Europe,30.86,3795.78,Salario,USD
E048,2025-02,98,87,11,0,Europe,30.86,3024.28,Salario,USD
E048,2025-03,99,59,40,0,Europe,30.86,3055.14,Salario,USD
E048,2025-04,133,116,17,0,Europe,30.86,4104.38,Salario,USD
E048,2025-05,135,109,26,0,Europe,30.86,4166.1,Salario,USD
E048,2025-06,147,121,26,0,Europe,30.86,4536.42,Salario,USD
E048,2025-07,164,146,18,4,Europe,30.86,5061.04,Salario,USD
E048,2025-08,128,88,40,0,Europe,30.86,3950.08,Salario,USD
E048,2025-09,163,140,23,3,Europe,30.86,5030.18,Salario,USD
E048,2025-10,85,54,31,0,Europe,30.86,2623.1,Salario,USD
E048,2025-11,96,64,32,0,Europe,30.86,2962.56,Salario,USD
E048,2025-12,103,70,33,0,Europe,30.86,3178.58,Salario,USD
E049,2025-01,147,98,49,0,North America,21.24,3122.28,Salario,USD
E049,2025-02,128,78,50,0,North America,21.24,2718.72,Salario,USD
E049,2025-03,152,131,21,0,North America,21.24,3228.48,Salario,USD
E049,2025-04,128,114,14,0,North America,21.24,2718.72,Salario,USD
E049,2025-05,135,90,45,0,North America,21.24,2867.4,Salario,USD
E049,2025-06,131,101,30,0,North America,21.24,2782.44,Salario,USD
E049,2025-07,162,125,37,2,North America,21.24,3440.88,Salario,USD
E049,2025-08,135,114,21,0,North America,21.24,2867.4,Salario,USD
E049,2025-09,120,98,22,0,North America,21.24,2548.8,Salario,USD
E049,2025-10,128,102,26,0,North America,21.24,2718.72,Salario,USD
E049,2025-11,145,88,57,0,North America,21.24,3079.8,Salario,USD
E049,2025-12,127,88,39,0,North America,21.24,2697.48,Salario,USD
E050,2025-01,134,85,49,0,North America,37.39,5010.26,Salario,USD
E050,2025-02,139,101,38,0,North America,37.39,5197.21,Salario,USD
E050,2025-03,138,101,37,0,North America,37.39,5159.82,Salario,USD
E050,2025-04,138,92,46,0,North America,37.39,5159.82,Salario,USD
E050,2025-05,123,87,36,0,North America,37.39,4598.97,Salario,USD
E050,2025-06,131,115,16,0,North America,37.39,4898.09,Salario,USD
E050,2025-07,128,96,32,0,North America,37.39,4785.92,Salario,USD
E050,2025-08,125,108,17,0,North America,37.39,4673.75,Salario,USD
E050,2025-09,108,80,28,0,North America,37.39,4038.12,Salario,USD
E050,2025-10,87,58,29,0,North America,37.39,3252.93,Salario,USD
E050,2025-11,132,98,34,0,North America,37.39,4935.48,Salario,USD
E050,2025-12,82,60,22,0,North America,37.39,3065.98,Salario,USD
E051,2025-01,136,102,34,0,Europe,18.17,2471.12,Salario,USD
E051,2025-02,93,57,36,0,Europe,18.17,1689.81,Salario,USD
E051,2025-03,164,103,61,4,Europe,18.17,2979.88,Salario,USD
E051,2025-04,136,90,46,0,Europe,18.17,2471.12,Salario,USD
E051,2025-05,128,92,36,0,Europe,18.17,2325.76,Salario,USD
E052,2025-02,88,74,14,0,North America,22.68,1995.84,Salario,USD
E052,2025-03,126,97,29,0,North America,22.68,2857.68,Salario,USD
E052,2025-04,90,55,35,0,North America,22.68,2041.2,Salario,USD
E052,2025-05,133,86,47,0,North America,22.68,3016.44,Salario,USD
E052,2025-06,138,99,39,0,North America,22.68,3129.84,Salario,USD
E052,2025-07,157,122,35,0,North America,22.68,3560.76,Salario,USD
E052,2025-08,132,107,25,0,North America,22.68,2993.76,Salario,USD
E052,2025-09,149,89,60,0,North America,22.68,3379.32,Salario,USD
E052,2025-10,132,112,20,0,North America,22.68,2993.76,Salario,USD
E052,2025-11,99,79,20,0,North America,22.68,2245.32,Salario,USD
E052,2025-12,109,91,18,0,North America,22.68,2472.12,Salario,USD
E053,2025-05,124,78,46,0,Europe,26.04,3228.96,Salario,USD
E053,2025-06,139,120,19,0,Europe,26.04,3619.56,Salario,USD
E053,2025-07,138,97,41,0,Europe,26.04,3593.52,Salario,USD
E053,2025-08,153,121,32,0,Europe,26.04,3984.12,Salario,USD
E053,2025-09,157,94,63,0,Europe,26.04,4088.28,Salario,USD
E053,2025-10,128,100,28,0,Europe,26.04,3333.12,Salario,USD
E053,2025-11,164,129,35,4,Europe,26.04,4270.56,Salario,USD
E053,2025-12,125,106,19,0,Europe,26.04,3255.0,Salario,USD
E054,2025-01,146,88,58,0,APAC,28.75,4197.5,Salario,USD
E054,2025-02,122,89,33,0,APAC,28.75,3507.5,Salario,USD
E054,2025-03,94,57,37,0,APAC,28.75,2702.5,Salario,USD
E054,2025-04,96,63,33,0,APAC,28.75,2760.0,Salario,USD
E054,2025-05,125,106,19,0,APAC,28.75,3593.75,Salario,USD
E054,2025-06,137,98,39,0,APAC,28.75,3938.75,Salario,USD
E054,2025-07,88,60,28,0,APAC,28.75,2530.0,Salario,USD
E054,2025-08,131,109,22,0,APAC,28.75,3766.25,Salario,USD
E054,2025-09,156,136,20,0,APAC,28.75,4485.0,Salario,USD
E054,2025-10,127,110,17,0,APAC,28.75,3651.25,Salario,USD
E054,2025-11,106,82,24,0,APAC,28.75,3047.5,Salario,USD
E054,2025-12,120,90,30,0,APAC,28.75,3450.0,Salario,USD
E055,2025-08,124,98,26,0,Europe,20.0,2480.0,Salario,USD
E055,2025-09,80,56,24,0,Europe,20.0,1600.0,Salario,USD
E055,2025-10,108,81,27,0,Europe,20.0,2160.0,Salario,USD
E055,2025-11,122,85,37,0,Europe,20.0,2440.0,Salario,USD
E055,2025-12,109,84,25,0,Europe,20.0,2180.0,Salario,USD
E056,2025-01,84,63,21,0,APAC,15.79,1326.36,Salario,USD
E056,2025-02,156,119,37,0,APAC,15.79,2463.24,Salario,USD
E056,2025-03,96,61,35,0,APAC,15.79,1515.84,Salario,USD
E056,2025-04,122,108,14,0,APAC,15.79,1926.38,Salario,USD
E056,2025-05,133,81,52,0,APAC,15.79,2100.07,Salario,USD
E056,2025-06,129,92,37,0,APAC,15.79,2036.91,Salario,USD
E056,2025-07,134,100,34,0,APAC,15.79,2115.86,Salario,USD
E056,2025-08,105,66,39,0,APAC,15.79,1657.95,Salario,USD
E056,2025-09,149,110,39,0,APAC,15.79,2352.71,Salario,USD
E056,2025-10,137,116,21,0,APAC,15.79,2163.23,Salario,USD
E056,2025-11,157,122,35,0,APAC,15.79,2479.03,Salario,USD
E056,2025-12,96,68,28,0,APAC,15.79,1515.84,Salario,USD
E057,2025-01,123,109,14,0,APAC,32.15,3954.45,Salario,USD
E057,2025-02,132,100,32,0,APAC,32.15,4243.8,Salario,USD
E057,2025-03,138,97,41,0,APAC,32.15,4436.7,Salario,USD
E057,2025-04,157,103,54,0,APAC,32.15,5047.55,Salario,USD
E057,2025-05,93,74,19,0,APAC,32.15,2989.95,Salario,USD
E057,2025-06,130,99,31,0,APAC,32.15,4179.5,Salario,USD
E057,2025-07,122,78,44,0,APAC,32.15,3922.3,Salario,USD
E057,2025-08,148,106,42,0,APAC,32.15,4758.2,Salario,USD
E057,2025-09,162,127,35,2,APAC,32.15,5208.3,Salario,USD
E057,2025-10,138,91,47,0,APAC,32.15,4436.7,Salario,USD
E057,2025-11,124,92,32,0,APAC,32.15,3986.6,Salario,USD
E057,2025-12,138,88,50,0,APAC,32.15,4436.7,Salario,USD
E058,2025-01,121,98,23,0,LATAM,21.52,2603.92,Salario,USD
E058,2025-02,131,80,51,0,LATAM,21.52,2819.12,Salario,USD
E058,2025-03,126,80,46,0,LATAM,21.52,2711.52,Salario,USD
E058,2025-04,139,102,37,0,LATAM,21.52,2991.28,Salario,USD
E058,2025-05,85,54,31,0,LATAM,21.52,1829.2,Salario,USD
E058,2025-06,135,84,51,0,LATAM,21.52,2905.2,Salario,USD
E058,2025-07,125,97,28,0,LATAM,21.52,2690.0,Salario,USD
E058,2025-08,125,94,31,0,LATAM,21.52,2690.0,Salario,USD
E059,2025-01,134,104,30,0,Europe,31.18,4178.12,Salario,USD
E059,2025-02,163,126,37,3,Europe,31.18,5082.34,Salario,USD
E059,2025-03,158,116,42,0,Europe,31.18,4926.44,Salario,USD
E059,2025-04,134,111,23,0,Europe,31.18,4178.12,Salario,USD
E059,2025-05,132,98,34,0,Europe,31.18,4115.76,Salario,USD
E059,2025-06,152,130,22,0,Europe,31.18,4739.36,Salario,USD
E059,2025-07,136,93,43,0,Europe,31.18,4240.48,Salario,USD
E059,2025-08,125,84,41,0,Europe,31.18,3897.5,Salario,USD
E059,2025-09,94,74,20,0,Europe,31.18,2930.92,Salario,USD
E059,2025-10,160,132,28,0,Europe,31.18,4988.8,Salario,USD
E059,2025-11,155,133,22,0,Europe,31.18,4832.9,Salario,USD
E059,2025-12,135,114,21,0,Europe,31.18,4209.3,Salario,USD
E061,2025-01,122,80,42,0,Europe,27.88,3401.36,Salario,USD
E061,2025-02,159,142,17,0,Europe,27.88,4432.92,Salario,USD
E061,2025-03,136,85,51,0,Europe,27.88,3791.68,Salario,USD
E061,2025-04,82,67,15,0,Europe,27.88,2286.16,Salario,USD
E061,2025-05,145,90,55,0,Europe,27.88,4042.6,Salario,USD
E061,2025-06,87,72,15,0,Europe,27.88,2425.56,Salario,USD
E061,2025-07,120,102,18,0,Europe,27.88,3345.6,Salario,USD
E061,2025-08,127,91,36,0,Europe,27.88,3540.76,Salario,USD
E061,2025-09,133,96,37,0,Europe,27.88,3708.04,Salario,USD
E061,2025-10,125,86,39,0,Europe,27.88,3485.0,Salario,USD
E061,2025-11,133,112,21,0,Europe,27.88,3708.04,Salario,USD
E061,2025-12,146,87,59,0,Europe,27.88,4070.48,Salario,USD
E063,2025-08,85,58,27,0,LATAM,13.71,1165.35,Salario,USD
E063,2025-09,102,86,16,0,LATAM,13.71,1398.42,Salario,USD
E063,2025-10,125,76,49,0,LATAM,13.71,1713.75,Salario,USD
E063,2025-11,92,73,19,0,LATAM,13.71,1261.32,Salario,USD
E063,2025-12,121,82,39,0,LATAM,13.71,1658.91,Salario,USD
E064,2025-01,158,102,56,0,LATAM,23.11,3651.38,Salario,USD
E064,2025-02,126,93,33,0,LATAM,23.11,2911.86,Salario,USD
E064,2025-03,128,85,43,0,LATAM,23.11,2958.08,Salario,USD
E064,2025-04,98,69,29,0,LATAM,23.11,2264.78,Salario,USD
E064,2025-05,136,110,26,0,LATAM,23.11,3142.96,Salario,USD
E064,2025-06,154,119,35,0,LATAM,23.11,3558.94,Salario,USD
E064,2025-07,139,109,30,0,LATAM,23.11,3212.29,Salario,USD
E064,2025-08,137,111,26,0,LATAM,23.11,3166.07,Salario,USD
E064,2025-09,159,121,38,0,LATAM,23.11,3674.49,Salario,USD
E064,2025-10,132,115,17,0,LATAM,23.11,3050.52,Salario,USD
E064,2025-11,131,98,33,0,LATAM,23.11,3027.41,Salario,USD
E064,2025-12,137,116,21,0,LATAM,23.11,3166.07,Salario,USD
E065,2025-01,128,105,23,0,Europe,16.44,2104.32,Salario,USD
E065,2025-02,136,102,34,0,Europe,16.44,2235.84,Salario,USD
E065,2025-03,101,82,19,0,Europe,16.44,1660.44,Salario,USD
E065,2025-04,97,71,26,0,Europe,16.44,1594.68,Salario,USD
E065,2025-05,131,107,24,0,Europe,16.44,2153.64,Salario,USD
E065,2025-06,130,110,20,0,Europe,16.44,2137.2,Salario,USD
E065,2025-07,88,75,13,0,Europe,16.44,1446.72,Salario,USD
E065,2025-08,123,107,16,0,Europe,16.44,2022.12,Salario,USD
E065,2025-09,163,142,21,3,Europe,16.44,2679.72,Salario,USD
E065,2025-10,131,105,26,0,Europe,16.44,2153.64,Salario,USD
E065,2025-11,102,76,26,0,Europe,16.44,1676.88,Salario,USD
E065,2025-12,129,82,47,0,Europe,16.44,2120.76,Salario,USD
E066,2025-01,130,103,27,0,North America,14.09,1831.7,Salario,USD
E066,2025-02,156,99,57,0,North America,14.09,2198.04,Salario,USD
E066,2025-03,128,80,48,0,North America,14.09,1803.52,Salario,USD
E066,2025-04,131,117,14,0,North America,14.09,1845.79,Salario,USD
E066,2025-05,101,89,12,0,North America,14.09,1423.09,Salario,USD
E066,2025-06,128,95,33,0,North America,14.09,1803.52,Salario,USD
E066,2025-07,93,77,16,0,North America,14.09,1310.37,Salario,USD
E066,2025-08,86,71,15,0,North America,14.09,1211.74,Salario,USD
E066,2025-09,132,95,37,0,North America,14.09,1859.88,Salario,USD
E066,2025-10,128,102,26,0,North America,14.09,1803.52,Salario,USD
E066,2025-11,120,100,20,0,North America,14.09,1690.8,Salario,USD
E066,2025-12,132,90,42,0,North America,14.09,1859.88,Salario,USD
E067,2025-01,86,54,32,0,APAC,44.67,3841.62,Salario,USD
E067,2025-02,125,99,26,0,APAC,44.67,5583.75,Salario,USD
E067,2025-03,127,94,33,0,APAC,44.67,5673.09,Salario,USD
E067,2025-04,130,92,38,0,APAC,44.67,5807.1,Salario,USD
E067,2025-05,101,84,17,0,APAC,44.67,4511.67,Salario,USD
E067,2025-06,134,113,21,0,APAC,44.67,5985.78,Salario,USD
E067,2025-07,84,73,11,0,APAC,44.67,3752.28,Salario,USD
E067,2025-08,161,102,59,1,APAC,44.67,7191.87,Salario,USD
E067,2025-09,122,87,35,0,APAC,44.67,5449.74,Salario,USD
E067,2025-10,139,83,56,0,APAC,44.67,6209.13,Salario,USD
E067,2025-11,123,75,48,0,APAC,44.67,5494.41,Salario,USD
E067,2025-12,120,83,37,0,APAC,44.67,5360.4,Salario,USD
E068,2025-01,134,89,45,0,LATAM,22.64,3033.76,Salario,USD
E068,2025-02,91,58,33,0,LATAM,22.64,2060.24,Salario,USD
E068,2025-03,106,75,31,0,LATAM,22.64,2399.84,Salario,USD
E068,2025-04,124,84,40,0,LATAM,22.64,2807.36,Salario,USD
E068,2025-05,100,70,30,0,LATAM,22.64,2264.0,Salario,USD
E068,2025-06,126,88,38,0,LATAM,22.64,2852.64,Salario,USD
E068,2025-07,135,104,31,0,LATAM,22.64,3056.4,Salario,USD
E068,2025-08,132,117,15,0,LATAM,22.64,2988.48,Salario,USD
E068,2025-09,153,116,37,0,LATAM,22.64,3463.92,Salario,USD
E068,2025-10,152,100,52,0,LATAM,22.64,3441.28,Salario,USD
E068,2025-11,87,53,34,0,LATAM,22.64,1969.68,Salario,USD
E068,2025-12,121,94,27,0,LATAM,22.64,2739.44,Salario,USD
E069,2025-08,131,80,51,0,APAC,38.73,5073.63,Salario,USD
E069,2025-09,153,102,51,0,APAC,38.73,5925.69,Salario,USD
E069,2025-10,139,106,33,0,APAC,38.73,5383.47,Salario,USD
E069,2025-11,153,101,52,0,APAC,38.73,5925.69,Salario,USD
E070,2025-01,126,80,46,0,North America,20.4,2570.4,Salario,USD
E070,2025-02,129,89,40,0,North America,20.4,2631.6,Salario,USD
E070,2025-03,132,111,21,0,North America,20.4,2692.8,Salario,USD
E070,2025-04,134,86,48,0,North America,20.4,2733.6,Salario,USD
E070,2025-05,120,84,36,0,North America,20.4,2448.0,Salario,USD
E070,2025-06,159,98,61,0,North America,20.4,3243.6,Salario,USD
E070,2025-07,136,119,17,0,North America,20.4,2774.4,Salario,USD
E070,2025-08,128,93,35,0,North America,20.4,2611.2,Salario,USD
E070,2025-09,97,66,31,0,North America,20.4,1978.8,Salario,USD
E070,2025-10,133,82,51,0,North America,20.4,2713.2,Salario,USD
E070,2025-11,137,104,33,0,North America,20.4,2794.8,Salario,USD
E070,2025-12,109,83,26,0,North America,20.4,2223.6,Salario,USD
E072,2025-06,152,100,52,0,North America,37.09,5637.68,Salario,USD
E072,2025-07,80,51,29,0,North America,37.09,2967.2,Salario,USD
E072,2025-08,162,138,24,2,North America,37.09,6008.58,Salario,USD
E072,2025-09,125,79,46,0,North America,37.09,4636.25,Salario,USD
E072,2025-10,135,97,38,0,North America,37.09,5007.15,Salario,USD
E072,2025-11,156,105,51,0,North America,37.09,5786.04,Salario,USD
E072,2025-12,138,90,48,0,North America,37.09,5118.42,Salario,USD
E073,2025-01,137,122,15,0,LATAM,31.66,4337.42,Salario,USD
E073,2025-02,98,80,18,0,LATAM,31.66,3102.68,Salario,USD
E073,2025-03,136,120,16,0,LATAM,31.66,4305.76,Salario,USD
E073,2025-04,121,107,14,0,LATAM,31.66,3830.86,Salario,USD
E073,2025-05,129,95,34,0,LATAM,31.66,4084.14,Salario,USD
E073,2025-06,134,89,45,0,LATAM,31.66,4242.44,Salario,USD
E073,2025-07,136,88,48,0,LATAM,31.66,4305.76,Salario,USD
E073,2025-08,131,79,52,0,LATAM,31.66,4147.46,Salario,USD
E073,2025-09,84,59,25,0,LATAM,31.66,2659.44,Salario,USD
E073,2025-10,130,79,51,0,LATAM,31.66,4115.8,Salario,USD
E073,2025-11,152,129,23,0,LATAM,31.66,4812.32,Salario,USD
E073,2025-12,124,83,41,0,LATAM,31.66,3925.84,Salario,USD
E074,2025-01,131,104,27,0,North America,27.56,3610.36,Salario,USD
E074,2025-02,88,56,32,0,North America,27.56,2425.28,Salario,USD
E074,2025-03,146,131,15,0,North America,27.56,4023.76,Salario,USD
E074,2025-04,108,80,28,0,North America,27.56,2976.48,Salario,USD
E074,2025-05,139,114,25,0,North America,27.56,3830.84,Salario,USD
E074,2025-06,161,118,43,1,North America,27.56,4437.16,Salario,USD
E074,2025-07,136,113,23,0,North America,27.56,3748.16,Salario,USD
E074,2025-08,139,107,32,0,North America,27.56,3830.84,Salario,USD
E074,2025-09,120,80,40,0,North America,27.56,3307.2,Salario,USD
E074,2025-10,92,82,10,0,North America,27.56,2535.52,Salario,USD
E074,2025-11,106,70,36,0,North America,27.56,2921.36,Salario,USD
E074,2025-12,105,93,12,0,North America,27.56,2893.8,Salario,USD
E076,2025-01,103,70,33,0,North America,23.51,2421.53,Salario,USD
E076,2025-02,149,121,28,0,North America,23.51,3502.99,Salario,USD
E076,2025-03,122,85,37,0,North America,23.51,2868.22,Salario,USD
E076,2025-04,157,110,47,0,North America,23.51,3691.07,Salario,USD
E076,2025-05,151,128,23,0,North America,23.51,3550.01,Salario,USD
E076,2025-06,133,110,23,0,North America,23.51,3126.83,Salario,USD
E076,2025-07,134,102,32,0,North America,23.51,3150.34,Salario,USD
E076,2025-08,127,83,44,0,North America,23.51,2985.77,Salario,USD
E076,2025-09,126,76,50,0,North America,23.51,2962.26,Salario,USD
E076,2025-10,123,84,39,0,North America,23.51,2891.73,Salario,USD
E076,2025-11,145,104,41,0,North America,23.51,3408.95,Salario,USD
E076,2025-12,152,93,59,0,North America,23.51,3573.52,Salario,USD
E078,2025-01,129,109,20,0,APAC,39.41,5083.89,Salario,USD
E079,2025-01,136,103,33,0,Europe,43.85,5963.6,Salario,USD
E079,2025-02,132,80,52,0,Europe,43.85,5788.2,Salario,USD
E079,2025-03,109,82,27,0,Europe,43.85,4779.65,Salario,USD
E079,2025-04,125,77,48,0,Europe,43.85,5481.25,Salario,USD
E079,2025-05,151,99,52,0,Europe,43.85,6621.35,Salario,USD
E079,2025-06,99,66,33,0,Europe,43.85,4341.15,Salario,USD
E079,2025-07,94,61,33,0,Europe,43.85,4121.9,Salario,USD
E079,2025-08,138,110,28,0,Europe,43.85,6051.3,Salario,USD
E079,2025-09,124,102,22,0,Europe,43.85,5437.4,Salario,USD
E079,2025-10,124,100,24,0,Europe,43.85,5437.4,Salario,USD
E079,2025-11,158,100,58,0,Europe,43.85,6928.3,Salario,USD
E079,2025-12,134,112,22,0,Europe,43.85,5875.9,Salario,USD
E080,2025-01,152,121,31,0,APAC,16.1,2447.2,Salario,USD
E080,2025-02,89,72,17,0,APAC,16.1,1432.9,Salario,USD
E080,2025-03,109,84,25,0,APAC,16.1,1754.9,Salario,USD
E080,2025-04,154,114,40,0,APAC,16.1,2479.4,Salario,USD
E080,2025-05,135,93,42,0,APAC,16.1,2173.5,Salario,USD
E080,2025-06,124,78,46,0,APAC,16.1,1996.4,Salario,USD
E080,2025-07,138,98,40,0,APAC,16.1,2221.8,Salario,USD
E080,2025-08,146,118,28,0,APAC,16.1,2350.6,Salario,USD
E080,2025-09,125,109,16,0,APAC,16.1,2012.5,Salario,USD
E080,2025-10,126,107,19,0,APAC,16.1,2028.6,Salario,USD
E080,2025-11,121,101,20,0,APAC,16.1,1948.1,Salario,USD
E080,2025-12,92,61,31,0,APAC,16.1,1481.2,Salario,USD
E081,2025-01,122,77,45,0,Europe,36.12,4406.64,Salario,USD
E081,2025-02,135,103,32,0,Europe,36.12,4876.2,Salario,USD
E081,2025-03,145,100,45,0,Europe,36.12,5237.4,Salario,USD
E081,2025-04,123,102,21,0,Europe,36.12,4442.76,Salario,USD
E081,2025-05,137,82,55,0,Europe,36.12,4948.44,Salario,USD
E081,2025-06,122,73,49,0,Europe,36.12,4406.64,Salario,USD
E081,2025-07,133,113,20,0,Europe,36.12,4803.96,Salario,USD
E081,2025-08,103,83,20,0,Europe,36.12,3720.36,Salario,USD
E081,2025-09,145,129,16,0,Europe,36.12,5237.4,Salario,USD
E081,2025-10,80,55,25,0,Europe,36.12,2889.6,Salario,USD
E082,2025-01,127,83,44,0,APAC,42.97,5457.19,Salario,USD
E082,2025-02,147,130,17,0,APAC,42.97,6316.59,Salario,USD
E082,2025-03,130,111,19,0,APAC,42.97,5586.1,Salario,USD
E082,2025-04,83,65,18,0,APAC,42.97,3566.51,Salario,USD
E082,2025-05,138,103,35,0,APAC,42.97,5929.86,Salario,USD
E082,2025-06,93,73,20,0,APAC,42.97,3996.21,Salario,USD
E082,2025-07,135,120,15,0,APAC,42.97,5800.95,Salario,USD
E082,2025-08,139,111,28,0,APAC,42.97,5972.83,Salario,USD
E082,2025-09,96,58,38,0,APAC,42.97,4125.12,Salario,USD
E082,2025-10,124,87,37,0,APAC,42.97,5328.28,Salario,USD
E082,2025-11,120,87,33,0,APAC,42.97,5156.4,Salario,USD
E082,2025-12,149,92,57,0,APAC,42.97,6402.53,Salario,USD
E083,2025-01,137,99,38,0,LATAM,17.98,2463.26,Salario,USD
E083,2025-02,124,77,47,0,LATAM,17.98,2229.52,Salario,USD
E083,2025-03,126,111,15,0,LATAM,17.98,2265.48,Salario,USD
E083,2025-04,126,99,27,0,LATAM,17.98,2265.48,Salario,USD
E083,2025-05,98,81,17,0,LATAM,17.98,1762.04,Salario,USD
E083,2025-06,139,94,45,0,LATAM,17.98,2499.22,Salario,USD
E083,2025-07,129,112,17,0,LATAM,17.98,2319.42,Salario,USD
E083,2025-08,109,82,27,0,LATAM,17.98,1959.82,Salario,USD
E083,2025-09,85,64,21,0,LATAM,17.98,1528.3,Salario,USD
E083,2025-10,153,125,28,0,LATAM,17.98,2750.94,Salario,USD
E083,2025-11,128,84,44,0,LATAM,17.98,2301.44,Salario,USD
E083,2025-12,126,85,41,0,LATAM,17.98,2265.48,Salario,USD
E084,2025-01,122,83,39,0,APAC,14.19,1731.18,Salario,USD
E084,2025-02,129,104,25,0,APAC,14.19,1830.51,Salario,USD
E084,2025-03,102,63,39,0,APAC,14.19,1447.38,Salario,USD
E084,2025-04,85,52,33,0,APAC,14.19,1206.15,Salario,USD
E084,2025-05,139,108,31,0,APAC,14.19,1972.41,Salario,USD
E084,2025-06,134,102,32,0,APAC,14.19,1901.46,Salario,USD
E084,2025-07,122,86,36,0,APAC,14.19,1731.18,Salario,USD
E084,2025-08,128,103,25,0,APAC,14.19,1816.32,Salario,USD
