id_empleado,periodo,horas_trabajadas,horas_facturables,horas_no_facturables,horas_extra,region,costo_hora,costo_laboral,tipo_costo,moneda,cliente,proyecto,porcentaje_asignacion,horas_cliente,costo_cliente
E046,2025-11,90,71,19,0,APAC,42.67,3840.3,Salario,USD,Cliente C,Omega,71.61,64.45,2750.04
E046,2025-12,136,115,21,0,APAC,42.67,5803.12,Salario,USD,Cliente D,Gamma,28.39,38.61,1647.51
E046,2025-12,136,115,21,0,APAC,42.67,5803.12,Salario,USD,Cliente C,Omega,71.61,97.39,4155.61
E047,2025-01,134,90,44,0,APAC,30.37,4069.58,Salario,USD,Cliente C,Beta,100.0,134.0,4069.58
E047,2025-02,108,86,22,0,APAC,30.37,3279.96,Salario,USD,Cliente C,Beta,100.0,108.0,3279.96
E047,2025-03,127,76,51,0,APAC,30.37,3856.99,Salario,USD,Cliente C,Beta,100.0,127.0,3856.99
E047,2025-04,125,107,18,0,APAC,30.37,3796.25,Salario,USD,Cliente C,Beta,100.0,125.0,3796.25
E047,2025-05,127,78,49,0,APAC,30.37,3856.99,Salario,USD,Cliente C,Beta,100.0,127.0,3856.99
E047,2025-06,82,66,16,0,APAC,30.37,2490.34,Salario,USD,Cliente C,Beta,100.0,82.0,2490.34
E047,2025-07,125,88,37,0,APAC,30.37,3796.25,Salario,USD,Cliente C,Beta,100.0,125.0,3796.25
E047,2025-08,104,71,33,0,APAC,30.37,3158.48,Salario,USD,Cliente C,Beta,100.0,104.0,3158.48
E047,2025-09,133,115,18,0,APAC,30.37,4039.21,Salario,USD,Cliente C,Beta,100.0,133.0,4039.21
E047,2025-10,128,107,21,0,APAC,30.37,3887.36,Salario,USD,Cliente C,Beta,100.0,128.0,3887.36
E047,2025-11,137,108,29,0,APAC,30.37,4160.69,Salario,USD,Cliente C,Beta,100.0,137.0,4160.69
E047,2025-12,146,107,39,0,APAC,30.37,4434.02,Salario,USD,Cliente C,Beta,100.0,146.0,4434.02
E048,2025-01,123,87,36,0,Europe,30.86,3795.78,Salario,USD,Cliente A,Omega,100.0,123.0,3795.78
E048,2025-02,98,87,11,0,Europe,30.86,3024.28,Salario,USD,Cliente A,Omega,100.0,98.0,3024.28
E048,2025-03,99,59,40,0,Europe,30.86,3055.14,Salario,USD,Cliente A,Omega,100.0,99.0,3055.14
E048,2025-04,133,116,17,0,Europe,30.86,4104.38,Salario,USD,Cliente A,Omega,100.0,133.0,4104.38
E048,2025-05,135,109,26,0,Europe,30.86,4166.1,Salario,USD,Cliente A,Omega,100.0,135.0,4166.1
E048,2025-06,147,121,26,0,Europe,30.86,4536.42,Salario,USD,Cliente A,Omega,100.0,147.0,4536.42
E048,2025-07,164,146,18,4,Europe,30.86,5061.04,Salario,USD,Cliente A,Omega,100.0,164.0,5061.04
E048,2025-08,128,88,40,0,Europe,30.86,3950.08,Salario,USD,Cliente A,Omega,100.0,128.0,3950.08
E048,2025-09,163,140,23,3,Europe,30.86,5030.18,Salario,USD,Cliente A,Omega,100.0,163.0,5030.18
E048,2025-10,85,54,31,0,Europe,30.86,2623.1,Salario,USD,Cliente A,Omega,100.0,85.0,2623.1
E048,2025-11,96,64,32,0,Europe,30.86,2962.56,Salario,USD,Cliente A,Omega,100.0,96.0,2962.56
E048,2025-12,103,70,33,0,Europe,30.86,3178.58,Salario,USD,Cliente A,Omega,100.0,103.0,3178.58
E049,2025-01,147,98,49,0,North America,21.24,3122.28,Salario,USD,Cliente C,Gamma,93.39,137.28,2915.9
E049,2025-01,147,98,49,0,North America,21.24,3122.28,Salario,USD,Cliente D,Beta,6.61,9.72,206.38
E049,2025-02,128,78,50,0,North America,21.24,2718.72,Salario,USD,Cliente C,Gamma,93.39,119.54,2539.01
E049,2025-02,128,78,50,0,North America,21.24,2718.72,Salario,USD,Cliente D,Beta,6.61,8.46,179.71
E049,2025-03,152,131,21,0,North America,21.24,3228.48,Salario,USD,Cliente C,Gamma,93.39,141.95,3015.08
E049,2025-03,152,131,21,0,North America,21.24,3228.48,Salario,USD,Cliente D,Beta,6.61,10.05,213.4
E049,2025-04,128,114,14,0,North America,21.24,2718.72,Salario,USD,Cliente C,Gamma,93.39,119.54,2539.01
E049,2025-04,128,114,14,0,North America,21.24,2718.72,Salario,USD,Cliente D,Beta,6.61,8.46,179.71
E049,2025-05,135,90,45,0,North America,21.24,2867.4,Salario,USD,Cliente C,Gamma,93.39,126.08,2677.86
E049,2025-05,135,90,45,0,North America,21.24,2867.4,Salario,USD,Cliente D,Beta,6.61,8.92,189.54
E049,2025-06,131,101,30,0,North America,21.24,2782.44,Salario,USD,Cliente C,Gamma,93.39,122.34,2598.52
E049,2025-06,131,101,30,0,North America,21.24,2782.44,Salario,USD,Cliente D,Beta,6.61,8.66,183.92
E049,2025-07,162,125,37,2,North America,21.24,3440.88,Salario,USD,Cliente C,Gamma,93.39,151.29,3213.44
E049,2025-07,162,125,37,2,North America,21.24,3440.88,Salario,USD,Cliente D,Beta,6.61,10.71,227.44
E049,2025-08,135,114,21,0,North America,21.24,2867.4,Salario,USD,Cliente C,Gamma,93.39,126.08,2677.86
E049,2025-08,135,114,21,0,North America,21.24,2867.4,Salario,USD,Cliente D,Beta,6.61,8.92,189.54
E049,2025-09,120,98,22,0,North America,21.24,2548.8,Salario,USD,Cliente C,Gamma,93.39,112.07,2380.32
E049,2025-09,120,98,22,0,North America,21.24,2548.8,Salario,USD,Cliente D,Beta,6.61,7.93,168.48
E049,2025-10,128,102,26,0,North America,21.24,2718.72,Salario,USD,Cliente C,Gamma,93.39,119.54,2539.01
E049,2025-10,128,102,26,0,North America,21.24,2718.72,Salario,USD,Cliente D,Beta,6.61,8.46,179.71
E049,2025-11,145,88,57,0,North America,21.24,3079.8,Salario,USD,Cliente C,Gamma,93.39,135.42,2876.23
E049,2025-11,145,88,57,0,North America,21.24,3079.8,Salario,USD,Cliente D,Beta,6.61,9.58,203.57
E049,2025-12,127,88,39,0,North America,21.24,2697.48,Salario,USD,Cliente C,Gamma,93.39,118.61,2519.18
E049,2025-12,127,88,39,0,North America,21.24,2697.48,Salario,USD,Cliente D,Beta,6.61,8.39,178.3
E050,2025-01,134,85,49,0,North America,37.39,5010.26,Salario,USD,Cliente C,Delta,100.0,134.0,5010.26
E050,2025-02,139,101,38,0,North America,37.39,5197.21,Salario,USD,Cliente C,Delta,100.0,139.0,5197.21
E050,2025-03,138,101,37,0,North America,37.39,5159.82,Salario,USD,Cliente C,Delta,100.0,138.0,5159.82
E050,2025-04,138,92,46,0,North America,37.39,5159.82,Salario,USD,Cliente C,Delta,100.0,138.0,5159.82
E050,2025-05,123,87,36,0,North America,37.39,4598.97,Salario,USD,Cliente C,Delta,100.0,123.0,4598.97
E050,2025-06,131,115,16,0,North America,37.39,4898.09,Salario,USD,Cliente C,Delta,100.0,131.0,4898.09
E050,2025-07,128,96,32,0,North America,37.39,4785.92,Salario,USD,Cliente C,Delta,100.0,128.0,4785.92
E050,2025-08,125,108,17,0,North America,37.39,4673.75,Salario,USD,Cliente C,Delta,100.0,125.0,4673.75
E050,2025-09,108,80,28,0,North America,37.39,4038.12,Salario,USD,Cliente C,Delta,100.0,108.0,4038.12
E050,2025-10,87,58,29,0,North America,37.39,3252.93,Salario,USD,Cliente C,Delta,100.0,87.0,3252.93
E050,2025-11,132,98,34,0,North America,37.39,4935.48,Salario,USD,Cliente C,Delta,100.0,132.0,4935.48
E050,2025-12,82,60,22,0,North America,37.39,3065.98,Salario,USD,Cliente C,Delta,100.0,82.0,3065.98
E051,2025-01,136,102,34,0,Europe,18.17,2471.12,Salario,USD,Cliente A,Beta,100.0,136.0,2471.12
E051,2025-02,93,57,36,0,Europe,18.17,1689.81,Salario,USD,Cliente A,Beta,100.0,93.0,1689.81
E051,2025-03,164,103,61,4,Europe,18.17,2979.88,Salario,USD,Cliente A,Beta,100.0,164.0,2979.88
E051,2025-04,136,90,46,0,Europe,18.17,2471.12,Salario,USD,Cliente A,Beta,100.0,136.0,2471.12
E051,2025-05,128,92,36,0,Europe,18.17,2325.76,Salario,USD,Cliente A,Beta,100.0,128.0,2325.76
E052,2025-02,88,74,14,0,North America,22.68,1995.84,Salario,USD,Cliente A,Alpha,100.0,88.0,1995.84
E052,2025-03,126,97,29,0,North America,22.68,2857.68,Salario,USD,Cliente A,Alpha,100.0,126.0,2857.68
E052,2025-04,90,55,35,0,North America,22.68,2041.2,Salario,USD,Cliente A,Alpha,100.0,90.0,2041.2
E052,2025-05,133,86,47,0,North America,22.68,3016.44,Salario,USD,Cliente A,Alpha,100.0,133.0,3016.44
E052,2025-06,138,99,39,0,North America,22.68,3129.84,Salario,USD,Cliente A,Alpha,100.0,138.0,3129.84
E052,2025-07,157,122,35,0,North America,22.68,3560.76,Salario,USD,Cliente A,Alpha,100.0,157.0,3560.76
E052,2025-08,132,107,25,0,North America,22.68,2993.76,Salario,USD,Cliente A,Alpha,100.0,132.0,2993.76
E052,2025-09,149,89,60,0,North America,22.68,3379.32,Salario,USD,Cliente A,Alpha,100.0,149.0,3379.32
E052,2025-10,132,112,20,0,North America,22.68,2993.76,Salario,USD,Cliente A,Alpha,100.0,132.0,2993.76
E052,2025-11,99,79,20,0,North America,22.68,2245.32,Salario,USD,Cliente A,Alpha,100.0,99.0,2245.32
E052,2025-12,109,91,18,0,North America,22.68,2472.12,Salario,USD,Cliente A,Alpha,100.0,109.0,2472.12
E053,2025-05,124,78,46,0,Europe,26.04,3228.96,Salario,USD,Cliente D,Gamma,100.0,124.0,3228.96
E053,2025-06,139,120,19,0,Europe,26.04,3619.56,Salario,USD,Cliente D,Gamma,100.0,139.0,3619.56
E053,2025-07,138,97,41,0,Europe,26.04,3593.52,Salario,USD,Cliente D,Gamma,100.0,138.0,3593.52
E053,2025-08,153,121,32,0,Europe,26.04,3984.12,Salario,USD,Cliente D,Gamma,100.0,153.0,3984.12
E053,2025-09,157,94,63,0,Europe,26.04,4088.28,Salario,USD,Cliente D,Gamma,100.0,157.0,4088.28
E053,2025-10,128,100,28,0,Europe,26.04,3333.12,Salario,USD,Cliente D,Gamma,100.0,128.0,3333.12
E053,2025-11,164,129,35,4,Europe,26.04,4270.56,Salario,USD,Cliente D,Gamma,100.0,164.0,4270.56
E053,2025-12,125,106,19,0,Europe,26.04,3255.0,Salario,USD,Cliente D,Gamma,100.0,125.0,3255.0
E054,2025-01,146,88,58,0,APAC,28.75,4197.5,Salario,USD,Cliente C,Beta,100.0,146.0,4197.5
E054,2025-02,122,89,33,0,APAC,28.75,3507.5,Salario,USD,Cliente C,Beta,100.0,122.0,3507.5
E054,2025-03,94,57,37,0,APAC,28.75,2702.5,Salario,USD,Cliente C,Beta,100.0,94.0,2702.5
E054,2025-04,96,63,33,0,APAC,28.75,2760.0,Salario,USD,Cliente C,Beta,100.0,96.0,2760.0
E054,2025-05,125,106,19,0,APAC,28.75,3593.75,Salario,USD,Cliente C,Beta,100.0,125.0,3593.75
E054,2025-06,137,98,39,0,APAC,28.75,3938.75,Salario,USD,Cliente C,Beta,100.0,137.0,3938.75
E054,2025-07,88,60,28,0,APAC,28.75,2530.0,Salario,USD,Cliente C,Beta,100.0,88.0,2530.0
E054,2025-08,131,109,22,0,APAC,28.75,3766.25,Salario,USD,Cliente C,Beta,100.0,131.0,3766.25
E054,2025-09,156,136,20,0,APAC,28.75,4485.0,Salario,USD,Cliente C,Beta,100.0,156.0,4485.0
E054,2025-10,127,110,17,0,APAC,28.75,3651.25,Salario,USD,Cliente C,Beta,100.0,127.0,3651.25
E054,2025-11,106,82,24,0,APAC,28.75,3047.5,Salario,USD,Cliente C,Beta,100.0,106.0,3047.5
E054,2025-12,120,90,30,0,APAC,28.75,3450.0,Salario,USD,Cliente C,Beta,100.0,120.0,3450.0
E055,2025-08,124,98,26,0,Europe,20.0,2480.0,Salario,USD,Cliente B,Delta,7.85,9.73,194.68
E055,2025-08,124,98,26,0,Europe,20.0,2480.0,Salario,USD,Cliente C,Omega,92.15,114.27,2285.32
E055,2025-09,80,56,24,0,Europe,20.0,1600.0,Salario,USD,Cliente B,Delta,7.85,6.28,125.6
E055,2025-09,80,56,24,0,Europe,20.0,1600.0,Salario,USD,Cliente C,Omega,92.15,73.72,1474.4
E055,2025-10,108,81,27,0,Europe,20.0,2160.0,Salario,USD,Cliente B,Delta,7.85,8.48,169.56
E055,2025-10,108,81,27,0,Europe,20.0,2160.0,Salario,USD,Cliente C,Omega,92.15,99.52,1990.44
E055,2025-11,122,85,37,0,Europe,20.0,2440.0,Salario,USD,Cliente B,Delta,7.85,9.58,191.54
E055,2025-11,122,85,37,0,Europe,20.0,2440.0,Salario,USD,Cliente C,Omega,92.15,112.42,2248.46
E055,2025-12,109,84,25,0,Europe,20.0,2180.0,Salario,USD,Cliente B,Delta,7.85,8.56,171.13
E055,2025-12,109,84,25,0,Europe,20.0,2180.0,Salario,USD,Cliente C,Omega,92.15,100.44,2008.87
E056,2025-01,84,63,21,0,APAC,15.79,1326.36,Salario,USD,Cliente B,Delta,100.0,84.0,1326.36
E056,2025-02,156,119,37,0,APAC,15.79,2463.24,Salario,USD,Cliente B,Delta,100.0,156.0,2463.24
E056,2025-03,96,61,35,0,APAC,15.79,1515.84,Salario,USD,Cliente B,Delta,100.0,96.0,1515.84
E056,2025-04,122,108,14,0,APAC,15.79,1926.38,Salario,USD,Cliente B,Delta,100.0,122.0,1926.38
E056,2025-05,133,81,52,0,APAC,15.79,2100.07,Salario,USD,Cliente B,Delta,100.0,133.0,2100.07
E056,2025-06,129,92,37,0,APAC,15.79,2036.91,Salario,USD,Cliente B,Delta,100.0,129.0,2036.91
E056,2025-07,134,100,34,0,APAC,15.79,2115.86,Salario,USD,Cliente B,Delta,100.0,134.0,2115.86
E056,2025-08,105,66,39,0,APAC,15.79,1657.95,Salario,USD,Cliente B,Delta,100.0,105.0,1657.95
E056,2025-09,149,110,39,0,APAC,15.79,2352.71,Salario,USD,Cliente B,Delta,100.0,149.0,2352.71
E056,2025-10,137,116,21,0,APAC,15.79,2163.23,Salario,USD,Cliente B,Delta,100.0,137.0,2163.23
E056,2025-11,157,122,35,0,APAC,15.79,2479.03,Salario,USD,Cliente B,Delta,100.0,157.0,2479.03
E056,2025-12,96,68,28,0,APAC,15.79,1515.84,Salario,USD,Cliente B,Delta,100.0,96.0,1515.84
E057,2025-01,123,109,14,0,APAC,32.15,3954.45,Salario,USD,Cliente D,Gamma,100.0,123.0,3954.45
E057,2025-02,132,100,32,0,APAC,32.15,4243.8,Salario,USD,Cliente D,Gamma,100.0,132.0,4243.8
E057,2025-03,138,97,41,0,APAC,32.15,4436.7,Salario,USD,Cliente D,Gamma,100.0,138.0,4436.7
E057,2025-04,157,103,54,0,APAC,32.15,5047.55,Salario,USD,Cliente D,Gamma,100.0,157.0,5047.55
E057,2025-05,93,74,19,0,APAC,32.15,2989.95,Salario,USD,Cliente D,Gamma,100.0,93.0,2989.95
E057,2025-06,130,99,31,0,APAC,32.15,4179.5,Salario,USD,Cliente D,Gamma,100.0,130.0,4179.5
E057,2025-07,122,78,44,0,APAC,32.15,3922.3,Salario,USD,Cliente D,Gamma,100.0,122.0,3922.3
E057,2025-08,148,106,42,0,APAC,32.15,4758.2,Salario,USD,Cliente D,Gamma,100.0,148.0,4758.2
E057,2025-09,162,127,35,2,APAC,32.15,5208.3,Salario,USD,Cliente D,Gamma,100.0,162.0,5208.3
E057,2025-10,138,91,47,0,APAC,32.15,4436.7,Salario,USD,Cliente D,Gamma,100.0,138.0,4436.7
E057,2025-11,124,92,32,0,APAC,32.15,3986.6,Salario,USD,Cliente D,Gamma,100.0,124.0,3986.6
E057,2025-12,138,88,50,0,APAC,32.15,4436.7,Salario,USD,Cliente D,Gamma,100.0,138.0,4436.7
E058,2025-01,121,98,23,0,LATAM,21.52,2603.92,Salario,USD,Cliente B,Omega,100.0,121.0,2603.92
E058,2025-02,131,80,51,0,LATAM,21.52,2819.12,Salario,USD,Cliente B,Omega,100.0,131.0,2819.12
E058,2025-03,126,80,46,0,LATAM,21.52,2711.52,Salario,USD,Cliente B,Omega,100.0,126.0,2711.52
E058,2025-04,139,102,37,0,LATAM,21.52,2991.28,Salario,USD,Cliente B,Omega,100.0,139.0,2991.28
E058,2025-05,85,54,31,0,LATAM,21.52,1829.2,Salario,USD,Cliente B,Omega,100.0,85.0,1829.2
E058,2025-06,135,84,51,0,LATAM,21.52,2905.2,Salario,USD,Cliente B,Omega,100.0,135.0,2905.2
E058,2025-07,125,97,28,0,LATAM,21.52,2690.0,Salario,USD,Cliente B,Omega,100.0,125.0,2690.0
E058,2025-08,125,94,31,0,LATAM,21.52,2690.0,Salario,USD,Cliente B,Omega,100.0,125.0,2690.0
E059,2025-01,134,104,30,0,Europe,31.18,4178.12,Salario,USD,Cliente B,Beta,100.0,134.0,4178.12
E059,2025-02,163,126,37,3,Europe,31.18,5082.34,Salario,USD,Cliente B,Beta,100.0,163.0,5082.34
E059,2025-03,158,116,42,0,Europe,31.18,4926.44,Salario,USD,Cliente B,Beta,100.0,158.0,4926.44
E059,2025-04,134,111,23,0,Europe,31.18,4178.12,Salario,USD,Cliente B,Beta,100.0,134.0,4178.12
E059,2025-05,132,98,34,0,Europe,31.18,4115.76,Salario,USD,Cliente B,Beta,100.0,132.0,4115.76
E059,2025-06,152,130,22,0,Europe,31.18,4739.36,Salario,USD,Cliente B,Beta,100.0,152.0,4739.36
E059,2025-07,136,93,43,0,Europe,31.18,4240.48,Salario,USD,Cliente B,Beta,100.0,136.0,4240.48
E059,2025-08,125,84,41,0,Europe,31.18,3897.5,Salario,USD,Cliente B,Beta,100.0,125.0,3897.5
E059,2025-09,94,74,20,0,Europe,31.18,2930.92,Salario,USD,Cliente B,Beta,100.0,94.0,2930.92
E059,2025-10,160,132,28,0,Europe,31.18,4988.8,Salario,USD,Cliente B,Beta,100.0,160.0,4988.8
E059,2025-11,155,133,22,0,Europe,31.18,4832.9,Salario,USD,Cliente B,Beta,100.0,155.0,4832.9
E059,2025-12,135,114,21,0,Europe,31.18,4209.3,Salario,USD,Cliente B,Beta,100.0,135.0,4209.3
E061,2025-01,122,80,42,0,Europe,27.88,3401.36,Salario,USD,Cliente B,Beta,77.5,94.55,2636.05
E061,2025-01,122,80,42,0,Europe,27.88,3401.36,Salario,USD,Cliente B,Gamma,22.5,27.45,765.31
E061,2025-02,159,142,17,0,Europe,27.88,4432.92,Salario,USD,Cliente B,Beta,77.5,123.22,3435.51
E061,2025-02,159,142,17,0,Europe,27.88,4432.92,Salario,USD,Cliente B,Gamma,22.5,35.78,997.41
E061,2025-03,136,85,51,0,Europe,27.88,3791.68,Salario,USD,Cliente B,Beta,77.5,105.4,2938.55
E061,2025-03,136,85,51,0,Europe,27.88,3791.68,Salario,USD,Cliente B,Gamma,22.5,30.6,853.13
E061,2025-04,82,67,15,0,Europe,27.88,2286.16,Salario,USD,Cliente B,Beta,77.5,63.55,1771.77
E061,2025-04,82,67,15,0,Europe,27.88,2286.16,Salario,USD,Cliente B,Gamma,22.5,18.45,514.39
E061,2025-05,145,90,55,0,Europe,27.88,4042.6,Salario,USD,Cliente B,Beta,77.5,112.38,3133.02
E061,2025-05,145,90,55,0,Europe,27.88,4042.6,Salario,USD,Cliente B,Gamma,22.5,32.62,909.58
E061,2025-06,87,72,15,0,Europe,27.88,2425.56,Salario,USD,Cliente B,Beta,77.5,67.42,1879.81
E061,2025-06,87,72,15,0,Europe,27.88,2425.56,Salario,USD,Cliente B,Gamma,22.5,19.58,545.75
E061,2025-07,120,102,18,0,Europe,27.88,3345.6,Salario,USD,Cliente B,Beta,77.5,93.0,2592.84
E061,2025-07,120,102,18,0,Europe,27.88,3345.6,Salario,USD,Cliente B,Gamma,22.5,27.0,752.76
E061,2025-08,127,91,36,0,Europe,27.88,3540.76,Salario,USD,Cliente B,Beta,77.5,98.42,2744.09
E061,2025-08,127,91,36,0,Europe,27.88,3540.76,Salario,USD,Cliente B,Gamma,22.5,28.58,796.67
E061,2025-09,133,96,37,0,Europe,27.88,3708.04,Salario,USD,Cliente B,Beta,77.5,103.08,2873.73
E061,2025-09,133,96,37,0,Europe,27.88,3708.04,Salario,USD,Cliente B,Gamma,22.5,29.92,834.31
E061,2025-10,125,86,39,0,Europe,27.88,3485.0,Salario,USD,Cliente B,Beta,77.5,96.88,2700.88
E061,2025-10,125,86,39,0,Europe,27.88,3485.0,Salario,USD,Cliente B,Gamma,22.5,28.12,784.12
E061,2025-11,133,112,21,0,Europe,27.88,3708.04,Salario,USD,Cliente B,Beta,77.5,103.08,2873.73
E061,2025-11,133,112,21,0,Europe,27.88,3708.04,Salario,USD,Cliente B,Gamma,22.5,29.92,834.31
E061,2025-12,146,87,59,0,Europe,27.88,4070.48,Salario,USD,Cliente B,Beta,77.5,113.15,3154.62
E061,2025-12,146,87,59,0,Europe,27.88,4070.48,Salario,USD,Cliente B,Gamma,22.5,32.85,915.86
E063,2025-08,85,58,27,0,LATAM,13.71,1165.35,Salario,USD,Cliente D,Alpha,100.0,85.0,1165.35
E063,2025-09,102,86,16,0,LATAM,13.71,1398.42,Salario,USD,Cliente D,Alpha,100.0,102.0,1398.42
E063,2025-10,125,76,49,0,LATAM,13.71,1713.75,Salario,USD,Cliente D,Alpha,100.0,125.0,1713.75
E063,2025-11,92,73,19,0,LATAM,13.71,1261.32,Salario,USD,Cliente D,Alpha,100.0,92.0,1261.32
E063,2025-12,121,82,39,0,LATAM,13.71,1658.91,Salario,USD,Cliente D,Alpha,100.0,121.0,1658.91
E064,2025-01,158,102,56,0,LATAM,23.11,3651.38,Salario,USD,Cliente A,Alpha,33.66,53.18,1229.05
E064,2025-01,158,102,56,0,LATAM,23.11,3651.38,Salario,USD,Cliente A,Delta,66.34,104.82,2422.33
E064,2025-02,126,93,33,0,LATAM,23.11,2911.86,Salario,USD,Cliente A,Alpha,33.66,42.41,980.13
E064,2025-02,126,93,33,0,LATAM,23.11,2911.86,Salario,USD,Cliente A,Delta,66.34,83.59,1931.73
E064,2025-03,128,85,43,0,LATAM,23.11,2958.08,Salario,USD,Cliente A,Alpha,33.66,43.08,995.69
E064,2025-03,128,85,43,0,LATAM,23.11,2958.08,Salario,USD,Cliente A,Delta,66.34,84.92,1962.39
E064,2025-04,98,69,29,0,LATAM,23.11,2264.78,Salario,USD,Cliente A,Alpha,33.66,32.99,762.32
E064,2025-04,98,69,29,0,LATAM,23.11,2264.78,Salario,USD,Cliente A,Delta,66.34,65.01,1502.46
E064,2025-05,136,110,26,0,LATAM,23.11,3142.96,Salario,USD,Cliente A,Alpha,33.66,45.78,1057.92
E064,2025-05,136,110,26,0,LATAM,23.11,3142.96,Salario,USD,Cliente A,Delta,66.34,90.22,2085.04
E064,2025-06,154,119,35,0,LATAM,23.11,3558.94,Salario,USD,Cliente A,Alpha,33.66,51.84,1197.94
E064,2025-06,154,119,35,0,LATAM,23.11,3558.94,Salario,USD,Cliente A,Delta,66.34,102.16,2361.0
E064,2025-07,139,109,30,0,LATAM,23.11,3212.29,Salario,USD,Cliente A,Alpha,33.66,46.79,1081.26
E064,2025-07,139,109,30,0,LATAM,23.11,3212.29,Salario,USD,Cliente A,Delta,66.34,92.21,2131.03
E064,2025-08,137,111,26,0,LATAM,23.11,3166.07,Salario,USD,Cliente A,Alpha,33.66,46.11,1065.7
E064,2025-08,137,111,26,0,LATAM,23.11,3166.07,Salario,USD,Cliente A,Delta,66.34,90.89,2100.37
E064,2025-09,159,121,38,0,LATAM,23.11,3674.49,Salario,USD,Cliente A,Alpha,33.66,53.52,1236.83
E064,2025-09,159,121,38,0,LATAM,23.11,3674.49,Salario,USD,Cliente A,Delta,66.34,105.48,2437.66
E064,2025-10,132,115,17,0,LATAM,23.11,3050.52,Salario,USD,Cliente A,Alpha,33.66,44.43,1026.81
E064,2025-10,132,115,17,0,LATAM,23.11,3050.52,Salario,USD,Cliente A,Delta,66.34,87.57,2023.71
E064,2025-11,131,98,33,0,LATAM,23.11,3027.41,Salario,USD,Cliente A,Alpha,33.66,44.09,1019.03
E064,2025-11,131,98,33,0,LATAM,23.11,3027.41,Salario,USD,Cliente A,Delta,66.34,86.91,2008.38
E064,2025-12,137,116,21,0,LATAM,23.11,3166.07,Salario,USD,Cliente A,Alpha,33.66,46.11,1065.7
E064,2025-12,137,116,21,0,LATAM,23.11,3166.07,Salario,USD,Cliente A,Delta,66.34,90.89,2100.37
E065,2025-01,128,105,23,0,Europe,16.44,2104.32,Salario,USD,Cliente B,Omega,100.0,128.0,2104.32
E065,2025-02,136,102,34,0,Europe,16.44,2235.84,Salario,USD,Cliente B,Omega,100.0,136.0,2235.84
E065,2025-03,101,82,19,0,Europe,16.44,1660.44,Salario,USD,Cliente B,Omega,100.0,101.0,1660.44
E065,2025-04,97,71,26,0,Europe,16.44,1594.68,Salario,USD,Cliente B,Omega,100.0,97.0,1594.68
E065,2025-05,131,107,24,0,Europe,16.44,2153.64,Salario,USD,Cliente B,Omega,100.0,131.0,2153.64
E065,2025-06,130,110,20,0,Europe,16.44,2137.2,Salario,USD,Cliente B,Omega,100.0,130.0,2137.2
E065,2025-07,88,75,13,0,Europe,16.44,1446.72,Salario,USD,Cliente B,Omega,100.0,88.0,1446.72
E065,2025-08,123,107,16,0,Europe,16.44,2022.12,Salario,USD,Cliente B,Omega,100.0,123.0,2022.12
E065,2025-09,163,142,21,3,Europe,16.44,2679.72,Salario,USD,Cliente B,Omega,100.0,163.0,2679.72
E065,2025-10,131,105,26,0,Europe,16.44,2153.64,Salario,USD,Cliente B,Omega,100.0,131.0,2153.64
E065,2025-11,102,76,26,0,Europe,16.44,1676.88,Salario,USD,Cliente B,Omega,100.0,102.0,1676.88
E065,2025-12,129,82,47,0,Europe,16.44,2120.76,Salario,USD,Cliente B,Omega,100.0,129.0,2120.76
E066,2025-01,130,103,27,0,North America,14.09,1831.7,Salario,USD,Cliente C,Alpha,100.0,130.0,1831.7
E066,2025-02,156,99,57,0,North America,14.09,2198.04,Salario,USD,Cliente C,Alpha,100.0,156.0,2198.04
E066,2025-03,128,80,48,0,North America,14.09,1803.52,Salario,USD,Cliente C,Alpha,100.0,128.0,1803.52
E066,2025-04,131,117,14,0,North America,14.09,1845.79,Salario,USD,Cliente C,Alpha,100.0,131.0,1845.79
E066,2025-05,101,89,12,0,North America,14.09,1423.09,Salario,USD,Cliente C,Alpha,100.0,101.0,1423.09
E066,2025-06,128,95,33,0,North America,14.09,1803.52,Salario,USD,Cliente C,Alpha,100.0,128.0,1803.52
E066,2025-07,93,77,16,0,North America,14.09,1310.37,Salario,USD,Cliente C,Alpha,100.0,93.0,1310.37
E066,2025-08,86,71,15,0,North America,14.09,1211.74,Salario,USD,Cliente C,Alpha,100.0,86.0,1211.74
E066,2025-09,132,95,37,0,North America,14.09,1859.88,Salario,USD,Cliente C,Alpha,100.0,132.0,1859.88
E066,2025-10,128,102,26,0,North America,14.09,1803.52,Salario,USD,Cliente C,Alpha,100.0,128.0,1803.52
E066,2025-11,120,100,20,0,North America,14.09,1690.8,Salario,USD,Cliente C,Alpha,100.0,120.0,1690.8
E066,2025-12,132,90,42,0,North America,14.09,1859.88,Salario,USD,Cliente C,Alpha,100.0,132.0,1859.88
E067,2025-01,86,54,32,0,APAC,44.67,3841.62,Salario,USD,Cliente C,Beta,100.0,86.0,3841.62
E067,2025-02,125,99,26,0,APAC,44.67,5583.75,Salario,USD,Cliente C,Beta,100.0,125.0,5583.75
E067,2025-03,127,94,33,0,APAC,44.67,5673.09,Salario,USD,Cliente C,Beta,100.0,127.0,5673.09
E067,2025-04,130,92,38,0,APAC,44.67,5807.1,Salario,USD,Cliente C,Beta,100.0,130.0,5807.1
E067,2025-05,101,84,17,0,APAC,44.67,4511.67,Salario,USD,Cliente C,Beta,100.0,101.0,4511.67
